CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
451703854,02/29/2016,16:45:00,03/01/2016,07:00:00,03/01/2016,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,CONSTRUCTION SITE,,,993673,150828,40.58066726,-73.966078555,"(40.58066726, -73.966078555)"
740082541,02/29/2016,16:30:00,02/29/2016,17:00:00,03/01/2016,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,5,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SMITH,984742,198650,40.711933313,-73.998226754,"(40.711933313, -73.998226754)"
223272833,02/29/2016,16:05:00,,,03/01/2016,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1004840,234488,40.810275452,-73.925621548,"(40.810275452, -73.925621548)"
261096381,02/29/2016,16:05:00,02/29/2016,16:10:00,03/01/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,GROCERY/BODEGA,,,995924,173232,40.642158955,-73.957936208,"(40.642158955, -73.957936208)"
252863999,02/29/2016,16:00:00,03/01/2016,06:20:00,03/01/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,,STREET,,,1019571,204306,40.727387173,-73.872565535,"(40.727387173, -73.872565535)"
501500307,02/29/2016,16:00:00,03/01/2016,05:00:00,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,,,992749,230530,40.799431733,-73.969304426,"(40.799431733, -73.969304426)"
765696984,02/29/2016,16:00:00,,,03/01/2016,341,PETIT LARCENY,305,"LARCENY,PETIT BY CREDIT CARD U",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,985324,204347,40.727570158,-73.996126514,"(40.727570158, -73.996126514)"
135747294,02/29/2016,16:00:00,03/01/2016,08:00:00,03/01/2016,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,RESIDENCE-HOUSE,,,1031757,248070,40.84745036,-73.828289813,"(40.84745036, -73.828289813)"
533866297,02/29/2016,16:00:00,02/29/2016,16:10:00,03/01/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,FRONT OF,RESIDENCE - APT. HOUSE,,,1001586,189839,40.68773221,-73.937491478,"(40.68773221, -73.937491478)"
777471649,02/29/2016,16:00:00,02/29/2016,16:10:00,03/01/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1010710,243025,40.833691463,-73.904382947,"(40.833691463, -73.904382947)"
426293027,02/29/2016,16:00:00,03/01/2016,11:00:00,03/01/2016,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,998822,169202,40.631093169,-73.947502471,"(40.631093169, -73.947502471)"
972157486,02/29/2016,15:35:00,02/29/2016,15:45:00,03/01/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,50,,STREET,,,1009227,259722,40.879524036,-73.909679849,"(40.879524036, -73.909679849)"
227783801,02/29/2016,15:30:00,02/29/2016,17:30:00,03/01/2016,109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,19,INSIDE,RESIDENCE - PUBLIC HOUSING,,,999359,224280,40.782268336,-73.945444229,"(40.782268336, -73.945444229)"
531992599,02/29/2016,15:30:00,02/29/2016,15:30:00,03/01/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,,STREET,,,1015760,236927,40.816937624,-73.886162416,"(40.816937624, -73.886162416)"
465217797,02/29/2016,15:25:00,,,03/01/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. TRANSIT POLICE,MANHATTAN,13,,TRANSIT - NYC SUBWAY,,,984338,208351,40.738560221,-73.999683896,"(40.738560221, -73.999683896)"
202718559,02/29/2016,15:00:00,03/01/2016,08:30:00,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,69,INSIDE,RESIDENCE - PUBLIC HOUSING,,BAY VIEW,1016435,169704,40.632424571,-73.884045262,"(40.632424571, -73.884045262)"
198447008,02/29/2016,15:00:00,02/29/2016,16:00:00,03/01/2016,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,PARK/PLAYGROUND,,,995922,188979,40.685380988,-73.957916156,"(40.685380988, -73.957916156)"
765188725,02/29/2016,15:00:00,02/29/2016,16:00:00,03/01/2016,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,1000719,204470,40.727892498,-73.940581914,"(40.727892498, -73.940581914)"
845818703,02/29/2016,15:00:00,,,03/01/2016,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,,,1014739,181407,40.664552751,-73.890102711,"(40.664552751, -73.890102711)"
995896326,02/29/2016,14:51:00,,,03/01/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,,STREET,,,1008404,244727,40.838369567,-73.912710005,"(40.838369567, -73.912710005)"
725364301,02/29/2016,14:35:00,,,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,49,REAR OF,RESIDENCE - PUBLIC HOUSING,,PELHAM PARKWAY,1023663,252921,40.860804733,-73.85751659,"(40.860804733, -73.85751659)"
514116335,02/29/2016,14:35:00,03/01/2016,06:06:00,03/01/2016,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,FRONT OF,PUBLIC SCHOOL,,,1000745,247397,40.845715563,-73.940382702,"(40.845715563, -73.940382702)"
181673261,02/29/2016,14:30:00,02/29/2016,15:00:00,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,,OTHER,,,1002164,155040,40.59221527,-73.935499722,"(40.59221527, -73.935499722)"
447042487,02/29/2016,14:00:00,03/01/2016,02:00:00,03/01/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,,,1007507,251785,40.857744098,-73.915927239,"(40.857744098, -73.915927239)"
231262504,02/29/2016,14:00:00,03/01/2016,07:00:00,03/01/2016,109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,,,1022222,196048,40.704709981,-73.863047491,"(40.704709981, -73.863047491)"
214993021,02/29/2016,14:00:00,,,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,FAST FOOD,,,1010469,257305,40.872886518,-73.905198001,"(40.872886518, -73.905198001)"
197485824,02/29/2016,14:00:00,,,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,FAST FOOD,,,1012528,261125,40.883364874,-73.897736889,"(40.883364874, -73.897736889)"
521615497,02/29/2016,14:00:00,03/01/2016,07:00:00,03/01/2016,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,CONSTRUCTION SITE,,,991103,193587,40.698033928,-73.975287153,"(40.698033928, -73.975287153)"
461359895,02/29/2016,14:00:00,02/29/2016,18:00:00,03/01/2016,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,997131,218790,40.767203253,-73.953499854,"(40.767203253, -73.953499854)"
582892439,02/29/2016,14:00:00,02/29/2016,14:40:00,03/01/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESTAURANT/DINER,,,986691,209691,40.742237852,-73.991192516,"(40.742237852, -73.991192516)"
876068950,02/29/2016,14:00:00,,,03/01/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1014840,255381,40.867591664,-73.889402005,"(40.867591664, -73.889402005)"
606834005,02/29/2016,14:00:00,02/29/2016,14:30:00,03/01/2016,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1010184,251311,40.856435652,-73.906251707,"(40.856435652, -73.906251707)"
946125269,02/29/2016,14:00:00,02/29/2016,17:00:00,03/01/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,,,960368,164791,40.61896569,-74.086026197,"(40.61896569, -74.086026197)"
360413342,02/29/2016,13:30:00,02/29/2016,14:00:00,03/01/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,,,981154,171500,40.637412135,-74.011156547,"(40.637412135, -74.011156547)"
855817612,02/29/2016,13:30:00,02/29/2016,14:00:00,03/01/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,,,981154,171500,40.637412135,-74.011156547,"(40.637412135, -74.011156547)"
628287081,02/29/2016,13:30:00,,,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,,OTHER,,,1021388,250609,40.854468855,-73.865753908,"(40.854468855, -73.865753908)"
816826787,02/29/2016,13:30:00,,,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,STREET,,,1008872,262953,40.888393117,-73.910951718,"(40.888393117, -73.910951718)"
660162812,02/29/2016,13:30:00,02/29/2016,13:40:00,03/01/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1011430,253871,40.863458331,-73.901737119,"(40.863458331, -73.901737119)"
308474108,02/29/2016,13:00:00,,,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,REAR OF,GROCERY/BODEGA,,,1011678,259907,40.880024527,-73.900815814,"(40.880024527, -73.900815814)"
256542947,02/29/2016,12:50:00,,,03/01/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,991293,205297,40.730174938,-73.974589699,"(40.730174938, -73.974589699)"
978434805,02/29/2016,12:48:00,02/29/2016,12:50:00,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,STREET,,,1031736,250284,40.853527237,-73.828350035,"(40.853527237, -73.828350035)"
140990269,02/29/2016,12:40:00,02/29/2016,16:00:00,03/01/2016,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,88,FRONT OF,RESIDENCE - PUBLIC HOUSING,,INGERSOLL,990098,192781,40.695822366,-73.978912231,"(40.695822366, -73.978912231)"
266340580,02/29/2016,12:30:00,02/29/2016,12:30:00,03/01/2016,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,RESIDENCE-HOUSE,,,1039336,189848,40.687602473,-73.801373157,"(40.687602473, -73.801373157)"
110940375,02/29/2016,12:30:00,,,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,STREET,,,1012082,259912,40.880036986,-73.899354841,"(40.880036986, -73.899354841)"
287992173,02/29/2016,12:00:00,02/29/2016,22:30:00,03/01/2016,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,REAR OF,STREET,,,1024484,240601,40.826986279,-73.854622453,"(40.826986279, -73.854622453)"
159936186,02/29/2016,12:00:00,,,03/01/2016,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,RESIDENCE - APT. HOUSE,,,998366,183303,40.66979809,-73.949115807,"(40.66979809, -73.949115807)"
649992274,02/29/2016,12:00:00,03/01/2016,12:00:00,03/01/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,,,984016,210557,40.744615139,-74.000845923,"(40.744615139, -74.000845923)"
170042860,02/29/2016,12:00:00,03/01/2016,13:30:00,03/01/2016,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,1056670,192846,40.6957064,-73.738838572,"(40.6957064, -73.738838572)"
635321436,02/29/2016,12:00:00,03/01/2016,12:00:00,03/01/2016,109,GRAND LARCENY,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,961575,150015,40.578411741,-74.081628895,"(40.578411741, -74.081628895)"
814358021,02/29/2016,12:00:00,,,03/01/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,BAR/NIGHT CLUB,,,978528,170420,40.634446457,-74.020617293,"(40.634446457, -74.020617293)"
160799336,02/29/2016,12:00:00,02/29/2016,12:00:00,03/01/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,FRONT OF,RESIDENCE - APT. HOUSE,,,1010169,256970,40.871967932,-73.906284045,"(40.871967932, -73.906284045)"
973869298,02/29/2016,11:30:00,02/29/2016,12:00:00,03/01/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,INSIDE,GYM/FITNESS FACILITY,,,1028531,246932,40.844343656,-73.839957515,"(40.844343656, -73.839957515)"
827099323,02/29/2016,11:00:00,03/01/2016,11:00:00,03/01/2016,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,,STREET,,,1000314,190193,40.688706258,-73.942077197,"(40.688706258, -73.942077197)"
147636026,02/29/2016,10:30:00,03/01/2016,09:00:00,03/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,,,994000,230435,40.799169693,-73.964786154,"(40.799169693, -73.964786154)"
845502832,02/29/2016,10:30:00,,,03/01/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,OTHER,,,964303,157623,40.599300737,-74.071830866,"(40.599300737, -74.071830866)"
487229162,02/29/2016,10:01:00,,,03/01/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1013605,261546,40.88451687,-73.893840184,"(40.88451687, -73.893840184)"
933849520,02/29/2016,10:00:00,02/29/2016,10:10:00,03/01/2016,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,81,INSIDE,RESIDENCE - PUBLIC HOUSING,,BREVOORT,1004945,186897,40.679649876,-73.925388672,"(40.679649876, -73.925388672)"
677471944,02/29/2016,10:00:00,,,03/01/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,113,INSIDE,DRY CLEANER/LAUNDRY,,,1044481,188539,40.683976061,-73.782833166,"(40.683976061, -73.782833166)"
676579351,02/29/2016,10:00:00,02/29/2016,16:49:00,03/01/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,991374,211872,40.748221619,-73.974290483,"(40.748221619, -73.974290483)"
894411210,02/29/2016,10:00:00,03/01/2016,11:45:00,03/01/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,RESIDENCE - APT. HOUSE,,,999970,201575,40.719947788,-73.943291038,"(40.719947788, -73.943291038)"
681589728,02/29/2016,09:00:00,,,03/01/2016,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,,STREET,,,983859,205623,40.731072523,-74.001412228,"(40.731072523, -74.001412228)"
256543282,02/29/2016,08:31:00,03/01/2016,12:00:00,03/01/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,RESIDENCE-HOUSE,,,959408,148099,40.573146891,-74.089422805,"(40.573146891, -74.089422805)"
104550334,02/29/2016,08:30:00,03/01/2016,09:30:00,03/01/2016,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,,RESIDENCE - APT. HOUSE,,,1010837,184940,40.674262619,-73.904153669,"(40.674262619, -73.904153669)"
387116715,02/29/2016,08:30:00,03/01/2016,19:10:00,03/01/2016,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1023930,251510,40.856930769,-73.856559692,"(40.856930769, -73.856559692)"
577395455,02/29/2016,08:30:00,02/29/2016,18:00:00,03/01/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,OTHER,,,1012026,253649,40.862847154,-73.899583312,"(40.862847154, -73.899583312)"
867268616,02/29/2016,08:10:00,02/29/2016,08:15:00,03/01/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,,BUS (NYC TRANSIT),,,1012957,184994,40.674404217,-73.896510715,"(40.674404217, -73.896510715)"
687398661,02/29/2016,08:00:00,03/01/2016,14:00:00,03/01/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,PUBLIC SCHOOL,,,997677,178341,40.656179569,-73.951609408,"(40.656179569, -73.951609408)"
992235563,02/29/2016,07:56:00,02/29/2016,08:00:00,03/01/2016,361,OFF. AGNST PUB ORD SENSBLTY &,661,"LEWDNESS,PUBLIC",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,QUEENS,114,,TRANSIT - NYC SUBWAY,,,1004224,213277,40.752058303,-73.92790986,"(40.752058303, -73.92790986)"
140458588,02/29/2016,07:10:00,02/29/2016,07:20:00,03/01/2016,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,,,1001068,183317,40.669831796,-73.939375551,"(40.669831796, -73.939375551)"
436864818,02/29/2016,07:00:00,03/01/2016,07:00:00,03/01/2016,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,47,FRONT OF,RESIDENCE - APT. HOUSE,,,1030260,259762,40.879549239,-73.833620364,"(40.879549239, -73.833620364)"
899896347,02/29/2016,07:00:00,02/29/2016,16:30:00,03/01/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,,,997685,158062,40.600517971,-73.951620938,"(40.600517971, -73.951620938)"
742942217,02/29/2016,05:00:00,02/29/2016,05:20:00,03/01/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,,STREET,,,1020765,213373,40.752268965,-73.868208449,"(40.752268965, -73.868208449)"
118449181,02/29/2016,05:00:00,02/29/2016,10:00:00,03/01/2016,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1000401,176197,40.650290207,-73.94179702,"(40.650290207, -73.94179702)"
383564349,02/29/2016,04:00:00,02/29/2016,04:05:00,03/01/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106,INSIDE,SOCIAL CLUB/POLICY,,,1034099,189425,40.686472481,-73.820259728,"(40.686472481, -73.820259728)"
653851329,02/29/2016,00:01:00,03/01/2016,08:30:00,03/01/2016,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,76,INSIDE,COMMERCIAL BUILDING,,,979718,185670,40.676305066,-74.016340082,"(40.676305066, -74.016340082)"
306406311,02/29/2016,23:05:00,02/29/2016,23:20:00,02/29/2016,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,,,944846,139019,40.548171306,-74.141787262,"(40.548171306, -74.141787262)"
538130973,02/29/2016,22:40:00,,,02/29/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,,,1020166,188887,40.685063298,-73.870501056,"(40.685063298, -73.870501056)"
242701637,02/29/2016,22:35:00,02/29/2016,22:39:00,02/29/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10,FRONT OF,RESIDENCE - APT. HOUSE,,,984276,211026,40.74590243,-73.999907616,"(40.74590243, -73.999907616)"
353698052,02/29/2016,22:30:00,,,02/29/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE - APT. HOUSE,,,1032959,215456,40.757927497,-73.824181856,"(40.757927497, -73.824181856)"
913430462,02/29/2016,22:30:00,02/29/2016,22:35:00,02/29/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,FRONT OF,STREET,,,992786,214702,40.755988005,-73.969190893,"(40.755988005, -73.969190893)"
