CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
285554575,02/29/2016,14:00:00,,,12/16/2016,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,INSIDE,STREET,,,996644,209958,40.742962354,-73.955274248,"(40.742962354, -73.955274248)"
133224695,02/29/2016,20:00:00,,,12/15/2016,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,76,INSIDE,RESIDENCE - PUBLIC HOUSING,,GOWANUS,,,,,
640260681,02/29/2016,23:00:00,10/27/2016,15:30:00,10/27/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,RESIDENCE-HOUSE,,,1000124,188798,40.684877646,-73.942765593,"(40.684877646, -73.942765593)"
120519449,02/29/2016,13:53:00,,,08/10/2016,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1017478,256069,40.869470477,-73.879860804,"(40.869470477, -73.879860804)"
102408791,02/29/2016,14:00:00,06/16/2016,09:30:00,07/23/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1008419,246847,40.844188306,-73.912648156,"(40.844188306, -73.912648156)"
693010842,02/29/2016,21:00:00,07/20/2016,21:00:00,07/21/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1011559,254599,40.865456072,-73.901267777,"(40.865456072, -73.901267777)"
523053519,02/29/2016,08:00:00,05/01/2016,15:00:00,07/19/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1010107,235102,40.811946866,-73.906592535,"(40.811946866, -73.906592535)"
462989628,02/29/2016,12:00:00,07/12/2016,12:00:00,07/16/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,985572,207670,40.736690946,-73.995231092,"(40.736690946, -73.995231092)"
827993202,02/29/2016,00:01:00,03/15/2016,20:00:00,07/14/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,,,1020203,244832,40.838617608,-73.870068449,"(40.838617608, -73.870068449)"
273533341,02/29/2016,15:00:00,03/21/2016,15:00:00,06/22/2016,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
963638768,02/29/2016,12:00:00,,,06/20/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,OTHER,,,1010697,160191,40.606332364,-73.904755386,"(40.606332364, -73.904755386)"
520609402,02/29/2016,14:00:00,06/16/2016,20:45:00,06/16/2016,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,,,1055616,199072,40.712803798,-73.742573531,"(40.712803798, -73.742573531)"
993644829,02/29/2016,12:00:00,,,06/16/2016,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,,STREET,,,1010297,246637,40.843606577,-73.905861376,"(40.843606577, -73.905861376)"
425062591,02/29/2016,00:00:00,02/29/2016,23:55:00,06/04/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1012528,261125,40.883364874,-73.897736889,"(40.883364874, -73.897736889)"
713253717,02/29/2016,03:57:00,02/29/2016,22:02:00,05/26/2016,109,GRAND LARCENY,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,,,1019532,187935,40.682452827,-73.872792017,"(40.682452827, -73.872792017)"
934559764,02/29/2016,19:30:00,03/01/2016,23:59:00,05/25/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,,,1017574,216520,40.760919272,-73.879710062,"(40.760919272, -73.879710062)"
769611611,02/29/2016,19:00:00,02/29/2016,20:00:00,05/24/2016,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,DOCTOR/DENTIST OFFICE,,,990148,163854,40.616424047,-73.978757214,"(40.616424047, -73.978757214)"
102831852,02/29/2016,14:00:00,,,05/18/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1006476,243395,40.834718676,-73.919682117,"(40.834718676, -73.919682117)"
872681081,02/29/2016,12:00:00,,,05/16/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,,,1004507,182865,40.668583957,-73.926979932,"(40.668583957, -73.926979932)"
416344253,02/29/2016,17:00:00,,,05/11/2016,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1010750,241556,40.829659361,-73.904244201,"(40.829659361, -73.904244201)"
816537277,02/29/2016,08:00:00,04/18/2016,08:00:00,04/28/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,,,1014092,213254,40.751967378,-73.892293701,"(40.751967378, -73.892293701)"
669088835,02/29/2016,12:00:00,03/01/2016,13:00:00,04/25/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,,,984016,210557,40.744615139,-74.000845923,"(40.744615139, -74.000845923)"
739418722,02/29/2016,00:01:00,02/29/2016,23:59:00,04/25/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1001294,228548,40.793979332,-73.938446293,"(40.793979332, -73.938446293)"
424447179,02/29/2016,21:38:00,04/24/2016,18:40:00,04/24/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1017863,241678,40.829970011,-73.878540928,"(40.829970011, -73.878540928)"
611221822,02/29/2016,12:00:00,03/01/2016,11:00:00,04/21/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,CLINTON,999452,228508,40.793872904,-73.945098846,"(40.793872904, -73.945098846)"
710549680,02/29/2016,14:00:00,04/17/2016,15:00:00,04/18/2016,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE-HOUSE,,,1024355,199433,40.713991583,-73.855334233,"(40.713991583, -73.855334233)"
805731034,02/29/2016,23:59:00,03/01/2016,00:00:00,04/15/2016,109,GRAND LARCENY,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,107,INSIDE,ATM,,,1036757,202211,40.721551601,-73.810576051,"(40.721551601, -73.810576051)"
668452320,02/29/2016,16:00:00,,,04/11/2016,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,OPPOSITE OF,PARK/PLAYGROUND,BATTERY PARK,,980989,200378,40.716675673,-74.011765032,"(40.716675673, -74.011765032)"
783933337,02/29/2016,00:01:00,,,04/11/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,RESIDENCE - APT. HOUSE,,,997145,206387,40.733160126,-73.953473094,"(40.733160126, -73.953473094)"
506811050,02/29/2016,06:00:00,04/08/2016,17:00:00,04/08/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,81,FRONT OF,RESIDENCE-HOUSE,,,1003978,190475,40.689472875,-73.928864571,"(40.689472875, -73.928864571)"
192078646,02/29/2016,08:00:00,03/13/2016,08:00:00,04/07/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,1002446,229116,40.795536042,-73.934284257,"(40.795536042, -73.934284257)"
698252299,02/29/2016,00:00:00,03/17/2016,23:59:00,04/07/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1010489,259817,40.879781121,-73.905115846,"(40.879781121, -73.905115846)"
355267461,02/29/2016,18:16:00,04/06/2016,11:00:00,04/06/2016,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,COMMERCIAL BUILDING,,,1010207,241776,40.830264811,-73.906205469,"(40.830264811, -73.906205469)"
949571152,02/29/2016,15:01:00,,,04/06/2016,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,,BUSHWICK,1000852,194727,40.701150044,-73.940126081,"(40.701150044, -73.940126081)"
627864884,02/29/2016,13:45:00,,,04/06/2016,361,OFF. AGNST PUB ORD SENSBLTY &,649,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1015056,255001,40.866547928,-73.888622796,"(40.866547928, -73.888622796)"
185182317,02/29/2016,12:00:00,03/14/2016,12:00:00,04/06/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,COMMERCIAL BUILDING,,,985985,210396,40.744173068,-73.993740104,"(40.744173068, -73.993740104)"
287641796,02/29/2016,12:00:00,,,04/04/2016,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,FRONT OF,STREET,,,1006958,255001,40.866572474,-73.917900982,"(40.866572474, -73.917900982)"
787157550,02/29/2016,10:00:00,04/01/2016,17:30:00,04/04/2016,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,RESIDENCE-HOUSE,,,1008286,165664,40.621361483,-73.913418858,"(40.621361483, -73.913418858)"
108563110,02/29/2016,09:30:00,02/29/2016,10:00:00,04/04/2016,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,RESIDENCE - APT. HOUSE,,,987042,156152,40.595285149,-73.989948014,"(40.595285149, -73.989948014)"
908533145,02/29/2016,12:00:00,04/10/2016,12:00:00,04/01/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,,OTHER,,,981131,197331,40.708312434,-74.011251375,"(40.708312434, -74.011251375)"
546252521,02/29/2016,09:00:00,03/01/2016,17:30:00,04/01/2016,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,INSIDE,BANK,,,1020845,250471,40.854092353,-73.86771751,"(40.854092353, -73.86771751)"
813539821,02/29/2016,15:35:00,02/29/2016,15:40:00,03/29/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,CHAIN STORE,,,937098,148760,40.574870619,-74.169734432,"(40.574870619, -74.169734432)"
578653574,02/29/2016,10:00:00,03/24/2016,14:00:00,03/29/2016,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE - APT. HOUSE,,,1002531,214009,40.754071118,-73.934018365,"(40.754071118, -73.934018365)"
578753350,02/29/2016,07:00:00,03/15/2016,23:55:00,03/29/2016,341,PETIT LARCENY,347,PETIT LARCENY-CHECK FROM MAILB,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,STREET,,,1000354,241600,40.829805202,-73.941809832,"(40.829805202, -73.941809832)"
480196968,02/29/2016,09:00:00,02/29/2016,23:59:00,03/28/2016,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE-HOUSE,,,1031763,210435,40.744152653,-73.828534391,"(40.744152653, -73.828534391)"
661434790,02/29/2016,15:00:00,02/29/2016,15:00:00,03/25/2016,341,PETIT LARCENY,347,PETIT LARCENY-CHECK FROM MAILB,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,1000807,246642,40.843643193,-73.940160477,"(40.843643193, -73.940160477)"
810787633,02/29/2016,23:00:00,02/29/2016,23:00:00,03/24/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,998968,224347,40.782452892,-73.946855947,"(40.782452892, -73.946855947)"
741450264,02/29/2016,15:00:00,02/29/2016,16:00:00,03/24/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73,FRONT OF,RESIDENCE - PUBLIC HOUSING,,VAN DYKE I,1010363,182581,40.667789106,-73.905871605,"(40.667789106, -73.905871605)"
682957062,02/29/2016,12:00:00,03/17/2016,12:00:00,03/24/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,RESIDENCE - APT. HOUSE,,,986624,192955,40.696301569,-73.991440201,"(40.696301569, -73.991440201)"
212065115,02/29/2016,15:00:00,03/01/2016,07:00:00,03/23/2016,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003564,254868,40.866215508,-73.930172321,"(40.866215508, -73.930172321)"
783588608,02/29/2016,13:00:00,,,03/23/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE - APT. HOUSE,,,987202,216308,40.760399691,-73.989345547,"(40.760399691, -73.989345547)"
683374159,02/29/2016,12:00:00,03/23/2016,12:00:00,03/23/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,STREET,,,1009888,177429,40.653649395,-73.907603431,"(40.653649395, -73.907603431)"
252866636,02/29/2016,12:00:00,02/29/2016,13:00:00,03/22/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,,,989493,154385,40.590433977,-73.981123832,"(40.590433977, -73.981123832)"
426966185,02/29/2016,17:47:00,,,03/03/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,,STREET,,,1006034,248973,40.850029754,-73.921261278,"(40.850029754, -73.921261278)"
252498352,02/29/2016,21:50:00,02/29/2016,21:51:00,03/21/2016,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1017838,247122,40.844912296,-73.878604003,"(40.844912296, -73.878604003)"
900785097,02/29/2016,17:30:00,02/29/2016,17:32:00,03/21/2016,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,989235,210068,40.743271555,-73.982011605,"(40.743271555, -73.982011605)"
128525871,02/29/2016,00:02:00,02/29/2016,23:59:00,03/21/2016,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,OTHER,,,1001852,173067,40.641696269,-73.936576124,"(40.641696269, -73.936576124)"
368365136,02/29/2016,16:30:00,03/14/2016,20:00:00,03/20/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,107,INSIDE,RESIDENCE-HOUSE,,,1041002,199895,40.715168539,-73.795281277,"(40.715168539, -73.795281277)"
639998331,02/29/2016,15:30:00,03/19/2016,15:30:00,03/20/2016,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,,,1028456,201630,40.720002272,-73.840526662,"(40.720002272, -73.840526662)"
221940226,02/29/2016,23:00:00,,,02/29/2016,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,FRONT OF,STREET,,,1006230,234035,40.809028744,-73.920601759,"(40.809028744, -73.920601759)"
635665689,02/29/2016,15:00:00,,,02/29/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,CHAIN STORE,,,992391,154410,40.590500409,-73.97068945,"(40.590500409, -73.97068945)"
528889104,02/29/2016,11:45:00,,,02/29/2016,348,VEHICLE AND TRAFFIC LAWS,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,,STREET,,,1043652,190369,40.68900458,-73.785806054,"(40.68900458, -73.785806054)"
757212287,02/29/2016,22:00:00,02/29/2016,22:15:00,03/19/2016,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,DEPARTMENT STORE,,,937077,149100,40.575803739,-74.169812399,"(40.575803739, -74.169812399)"
382233211,02/29/2016,17:00:00,,,03/18/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1011653,241428,40.829305283,-73.900981754,"(40.829305283, -73.900981754)"
272848195,02/29/2016,12:00:00,03/07/2016,12:00:00,03/18/2016,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,,,996336,165025,40.61963192,-73.956466333,"(40.61963192, -73.956466333)"
332570907,02/29/2016,12:00:00,,,03/18/2016,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE-HOUSE,,,1016656,203441,40.725024119,-73.883086821,"(40.725024119, -73.883086821)"
102380943,02/29/2016,00:01:00,03/11/2016,00:01:00,03/18/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,COMMERCIAL BUILDING,,,1003960,171953,40.638634137,-73.928983621,"(40.638634137, -73.928983621)"
299897551,02/29/2016,00:01:00,02/29/2016,23:55:00,03/18/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1058631,182831,40.668201363,-73.731877353,"(40.668201363, -73.731877353)"
832412543,02/29/2016,16:00:00,,,03/17/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,,,1021938,241376,40.82912466,-73.86381764,"(40.82912466, -73.86381764)"
432901718,02/29/2016,18:45:00,02/29/2016,19:00:00,03/16/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,,WEST BRIGHTON I,951319,171306,40.636818967,-74.118653127,"(40.636818967, -74.118653127)"
433698831,02/29/2016,16:30:00,02/29/2016,17:00:00,03/16/2016,109,GRAND LARCENY,408,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,26,,TRANSIT - NYC SUBWAY,,,997374,234664,40.810772767,-73.95259159,"(40.810772767, -73.95259159)"
641214067,02/29/2016,15:00:00,,,03/16/2016,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
634607983,02/29/2016,15:00:00,02/29/2016,15:00:00,03/16/2016,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE - APT. HOUSE,,,1032746,225285,40.784906659,-73.82487977,"(40.784906659, -73.82487977)"
307490133,02/29/2016,07:00:00,03/01/2016,12:00:00,03/16/2016,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,COMMERCIAL BUILDING,,,990654,222541,40.777505833,-73.976878845,"(40.777505833, -73.976878845)"
800188078,02/29/2016,14:00:00,,,03/15/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,998025,226411,40.788119542,-73.950256811,"(40.788119542, -73.950256811)"
439445408,02/29/2016,10:00:00,02/29/2016,10:30:00,03/15/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,CANDY STORE,,,1004259,242249,40.831578538,-73.927697229,"(40.831578538, -73.927697229)"
431512217,02/29/2016,09:52:00,03/12/2016,22:00:00,03/15/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,981406,174955,40.646895454,-74.01025003,"(40.646895454, -74.01025003)"
441918568,02/29/2016,09:00:00,03/10/2016,10:00:00,03/15/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE - APT. HOUSE,,,1031348,219414,40.768799897,-73.829969162,"(40.768799897, -73.829969162)"
927630668,02/29/2016,15:30:00,02/29/2016,15:45:00,03/14/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,77,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1004838,185411,40.675571392,-73.925778983,"(40.675571392, -73.925778983)"
513586518,02/29/2016,12:00:00,03/02/2016,11:00:00,03/14/2016,341,PETIT LARCENY,301,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,,STREET,,,987521,201066,40.718564066,-73.988201454,"(40.718564066, -73.988201454)"
